age,income,home_ownership_type,employment_length,loan_amount,loan_interest_rate,is_default,loan_to_income_ratio,has_defaulted_before,credit_history_length,debt_to_stability_ratio
23,140000,MORTGAGE,0.0,3500,5.79,0,0.03,0,3,inf
24,73500,RENT,7.0,15000,13.16,0,0.2,1,3,0.0981
23,73500,RENT,3.0,15000,11.89,0,0.2,0,3,0.1472
24,140000,MORTGAGE,5.0,25000,10.74,0,0.18,0,4,0.0906
24,140000,MORTGAGE,7.0,20000,6.54,0,0.14,0,4,0.0625
22,140000,MORTGAGE,6.0,20000,6.91,0,0.14,0,3,0.0667
24,140000,MORTGAGE,8.0,25000,10.36,0,0.18,0,2,0.0739
25,140000,MORTGAGE,10.0,22000,8.88,0,0.16,0,3,0.0596
23,74424,RENT,4.0,15000,13.47,0,0.2,1,3,0.1252
24,140000,MORTGAGE,8.0,16000,10.38,0,0.11,0,2,0.0473
23,140000,MORTGAGE,3.0,15000,15.58,0,0.11,1,3,0.0703
24,75000,RENT,6.0,15000,11.71,0,0.2,0,4,0.1028
23,75000,RENT,4.0,15000,,0,0.2,0,3,0.1243
25,140000,MORTGAGE,2.0,4800,7.88,0,0.03,0,4,0.0284
26,140000,MORTGAGE,5.0,13050,14.59,0,0.09,1,3,0.0473
26,140000,MORTGAGE,10.0,24250,12.53,0,0.17,0,3,0.0657
21,69000,RENT,0.0,15000,15.28,1,0.22,1,4,inf
21,75000,RENT,5.0,15000,10.37,0,0.2,0,4,0.1116
23,58650,RENT,7.0,15000,13.43,1,0.22,1,4,0.123
25,128000,MORTGAGE,4.0,10000,11.58,1,0.08,0,2,0.0441
21,20004,OWN,2.0,2500,9.63,0,0.12,0,2,0.0948
22,108803,MORTGAGE,6.0,10000,12.23,1,0.08,0,4,0.0429
24,140004,MORTGAGE,4.0,4000,16.45,0,0.03,0,3,0.0161
23,75000,RENT,6.0,15000,6.54,0,0.2,0,3,0.1028
25,140004,OTHER,8.0,4500,12.87,0,0.03,0,4,0.0163
24,140300,MORTGAGE,6.0,6000,11.14,0,0.04,0,3,0.02
24,141000,MORTGAGE,0.0,10000,5.99,0,0.07,0,3,inf
24,141000,OWN,8.0,10000,7.49,0,0.07,0,2,0.0269
23,141000,MORTGAGE,1.0,15000,,0,0.11,0,4,0.1395
24,141000,MORTGAGE,2.0,12000,12.53,0,0.09,0,4,0.0704
25,141996,MORTGAGE,0.0,14000,7.51,0,0.1,0,3,inf
24,142000,OWN,0.0,7500,7.88,0,0.05,0,2,inf
25,69000,RENT,0.0,15000,16.7,1,0.22,1,3,inf
24,143123,MORTGAGE,2.0,4000,12.61,0,0.03,0,4,0.0231
26,143375,MORTGAGE,10.0,12000,7.66,0,0.08,0,3,0.0317
24,132000,MORTGAGE,8.0,1500,17.27,1,0.01,0,2,0.0047
23,144000,MORTGAGE,7.0,10000,5.99,0,0.07,0,2,0.0304
26,144000,MORTGAGE,2.0,12000,7.49,0,0.08,0,3,0.069
23,144000,OWN,1.0,6800,7.49,0,0.05,0,2,0.0568
24,144000,MORTGAGE,4.0,14700,7.66,0,0.1,0,3,0.0577
26,75531,RENT,3.0,15000,16.49,0,0.2,0,4,0.1433
24,144000,MORTGAGE,8.0,14400,10.25,0,0.1,0,3,0.0414
23,76000,RENT,3.0,15000,10.74,0,0.2,0,4,0.1424
26,76000,RENT,6.0,15000,13.11,0,0.2,0,4,0.1014
25,144996,MORTGAGE,2.0,25000,16.35,0,0.17,1,2,0.1427
23,145000,MORTGAGE,5.0,10000,11.71,0,0.07,0,3,0.035
23,77000,RENT,7.0,15000,12.42,0,0.19,0,2,0.0937
24,145000,MORTGAGE,0.0,7000,10.99,0,0.05,0,3,inf
24,20000,OWN,2.0,3000,8.94,0,0.15,0,2,0.1138
26,145000,MORTGAGE,9.0,14000,10.59,0,0.1,0,2,0.0381
24,145000,MORTGAGE,3.0,12000,10.99,0,0.08,0,2,0.0543
25,145000,MORTGAGE,9.0,8000,8.49,0,0.06,0,3,0.0218
26,77368,RENT,1.0,15000,10.0,0,0.19,0,3,0.2797
23,73000,RENT,7.0,15000,7.51,1,0.21,0,2,0.0988
22,20000,OWN,7.0,3200,12.21,0,0.16,0,4,0.0641
23,145000,MORTGAGE,3.0,12000,10.37,0,0.08,0,2,0.0543
22,145000,MORTGAGE,6.0,12000,6.92,0,0.08,0,4,0.0387
23,145000,MORTGAGE,0.0,14400,5.79,0,0.1,0,4,inf
23,80000,RENT,5.0,15000,12.69,0,0.19,0,4,0.1046
25,145000,MORTGAGE,7.0,12000,5.79,0,0.08,0,2,0.0362
21,80000,RENT,3.0,15000,,0,0.19,0,2,0.1353
25,145000,MORTGAGE,3.0,25000,11.36,0,0.17,0,4,0.1131
24,145000,MORTGAGE,4.0,20000,11.36,0,0.14,0,3,0.0779
23,145000,OWN,7.0,20800,11.83,0,0.14,0,4,0.0575
24,145000,OWN,2.0,11500,11.14,0,0.08,0,4,0.0602
26,113050,MORTGAGE,4.0,9000,12.53,1,0.07,0,4,0.045
26,80000,RENT,11.0,15000,8.49,0,0.19,0,2,0.0755
25,133000,MORTGAGE,8.0,3000,17.9,1,0.02,1,2,0.0093
25,145000,MORTGAGE,3.0,7500,10.08,0,0.05,0,2,0.0339
21,19800,OWN,4.0,6800,14.59,1,0.34,0,2,0.1778
24,145008,MORTGAGE,8.0,5000,9.63,0,0.03,0,4,0.0143
23,145596,MORTGAGE,0.0,4700,6.92,0,0.03,0,2,inf
24,19764,OWN,0.0,4800,13.61,1,0.24,1,3,inf
25,133900,MORTGAGE,9.0,7500,13.49,1,0.06,1,2,0.0221
26,145992,MORTGAGE,0.0,20000,,0,0.14,1,2,inf
26,19500,OWN,0.0,5000,8.0,1,0.26,0,3,inf
21,146000,MORTGAGE,5.0,4000,13.72,0,0.03,0,2,0.0139
24,134000,MORTGAGE,2.0,25000,14.83,1,0.19,0,4,0.1544
25,146990,MORTGAGE,0.0,28000,10.99,0,0.19,0,3,inf
23,147000,MORTGAGE,2.0,24000,10.99,0,0.16,0,3,0.1351
26,147000,MORTGAGE,3.0,4100,6.92,0,0.03,0,3,0.0183
23,147000,MORTGAGE,4.0,25000,10.25,0,0.17,0,3,0.0961
23,74000,RENT,1.0,15000,15.65,1,0.2,0,2,0.2924
26,147996,MORTGAGE,10.0,7500,8.0,0,0.05,0,3,0.0192
26,80004,RENT,8.0,15000,11.89,0,0.19,0,4,0.0853
22,148000,MORTGAGE,6.0,15000,7.66,0,0.1,0,4,0.0473
21,19200,OWN,0.0,2400,9.91,0,0.13,0,2,inf
24,148000,MORTGAGE,0.0,4000,7.88,0,0.03,0,2,inf
24,136000,MORTGAGE,9.0,25000,19.13,1,0.18,0,3,0.0726
23,75000,RENT,0.0,15000,13.57,1,0.2,1,3,inf
23,81960,RENT,7.0,15000,10.62,0,0.18,0,3,0.088
25,136112,MORTGAGE,9.0,15600,19.42,1,0.11,0,2,0.0453
23,149385,OWN,7.0,7000,8.94,0,0.05,0,4,0.0188
26,149400,MORTGAGE,1.0,7000,6.62,0,0.05,0,3,0.0615
23,149981,MORTGAGE,7.0,25000,12.98,0,0.17,0,3,0.0729
25,150000,OWN,0.0,14400,8.9,0,0.1,0,4,inf
25,150000,MORTGAGE,9.0,20000,14.65,0,0.13,1,4,0.0526
25,78000,RENT,4.0,15000,,1,0.19,1,4,0.1195
25,150000,MORTGAGE,9.0,7500,8.9,0,0.05,0,3,0.0197
23,84000,RENT,0.0,15000,11.34,0,0.18,0,3,inf
26,84000,RENT,4.0,15000,10.14,0,0.18,0,4,0.111
25,150000,MORTGAGE,3.0,12000,,0,0.08,0,2,0.0525
24,150000,MORTGAGE,8.0,8000,8.9,0,0.05,0,4,0.0221
26,150000,MORTGAGE,8.0,35000,15.96,0,0.23,0,3,0.0965
21,19200,OWN,5.0,3300,6.17,1,0.17,0,2,0.0799
25,85000,RENT,2.0,15000,7.9,0,0.18,0,4,0.1606
25,150000,MORTGAGE,9.0,10000,5.42,0,0.07,0,4,0.0263
24,150000,MORTGAGE,8.0,25000,12.99,0,0.17,1,4,0.069
23,85000,RENT,7.0,15000,10.99,0,0.18,0,3,0.0849
26,19200,OWN,7.0,4500,7.88,1,0.23,0,3,0.0939
23,150000,MORTGAGE,7.0,30000,9.99,0,0.2,0,3,0.0874
25,150000,MORTGAGE,8.0,5000,12.99,0,0.03,1,4,0.0138
23,85000,RENT,7.0,15000,14.59,0,0.18,0,4,0.0849
24,85000,RENT,0.0,15000,13.11,0,0.18,0,3,inf
21,85000,RENT,2.0,15000,10.95,0,0.18,0,3,0.1606
26,150000,MORTGAGE,6.0,6400,15.62,0,0.04,1,2,0.0199
24,85100,RENT,3.0,15000,,0,0.18,1,2,0.1271
24,150000,MORTGAGE,9.0,24000,7.49,0,0.16,0,3,0.0632
25,86004,RENT,1.0,15000,12.53,0,0.17,1,4,0.2516
25,150000,MORTGAGE,9.0,12000,,0,0.08,0,4,0.0316
25,150000,MORTGAGE,9.0,8200,5.79,0,0.05,0,3,0.0216
26,87000,RENT,6.0,15000,5.99,0,0.17,0,2,0.0886
23,150000,MORTGAGE,7.0,9600,6.92,0,0.06,0,2,0.028
22,87000,RENT,6.0,15000,10.62,0,0.17,0,2,0.0886
26,150000,MORTGAGE,1.0,6000,10.74,0,0.04,0,2,0.0525
22,150000,MORTGAGE,3.0,25000,11.11,0,0.17,0,3,0.1093
25,150000,MORTGAGE,9.0,25000,10.37,0,0.17,0,2,0.0658
25,150000,MORTGAGE,4.0,6000,7.66,0,0.04,0,3,0.0226
21,19000,OWN,0.0,7200,14.74,1,0.38,1,4,inf
25,150000,MORTGAGE,9.0,20000,8.88,0,0.13,0,4,0.0526
22,87800,RENT,3.0,15000,11.36,0,0.17,0,4,0.1232
25,150000,MORTGAGE,3.0,15000,6.54,0,0.1,0,2,0.0656
23,150000,MORTGAGE,7.0,8000,6.91,0,0.05,0,2,0.0233
26,150000,MORTGAGE,3.0,25000,9.99,0,0.17,0,4,0.1093
23,88000,RENT,0.0,15000,10.28,0,0.17,0,2,inf
25,150000,MORTGAGE,5.0,10000,6.54,0,0.07,0,4,0.0338
26,150000,MORTGAGE,10.0,14000,10.36,0,0.09,0,3,0.0354
22,150000,MORTGAGE,6.0,18000,15.2,0,0.12,0,4,0.0561
26,78000,RENT,1.0,15000,12.42,1,0.19,0,3,0.2774
24,90000,RENT,6.0,15000,17.27,0,0.17,1,4,0.0856
24,90000,RENT,0.0,15000,7.9,0,0.17,0,2,inf
24,150000,MORTGAGE,2.0,24250,10.38,0,0.16,0,3,0.1338
24,90000,RENT,8.0,15000,17.58,0,0.17,0,3,0.0759
24,150000,MORTGAGE,3.0,15000,,0,0.1,0,2,0.0656
22,90000,RENT,5.0,15000,11.49,0,0.17,0,4,0.093
25,150000,MORTGAGE,7.0,22000,10.38,0,0.15,0,4,0.0641
24,150000,MORTGAGE,8.0,24000,10.99,0,0.16,0,3,0.0662
26,90000,RENT,8.0,15000,,0,0.17,1,3,0.0759
23,150000,MORTGAGE,5.0,10000,7.14,0,0.07,0,4,0.0338
25,150000,MORTGAGE,9.0,25000,10.25,0,0.17,0,2,0.0658
24,150000,MORTGAGE,8.0,25000,,0,0.17,0,2,0.069
24,90000,RENT,3.0,15000,11.86,0,0.17,0,2,0.1202
26,150000,OWN,10.0,24000,11.83,0,0.16,0,4,0.0556
26,150000,OWN,10.0,21000,,0,0.14,0,4,0.0487
26,150000,OWN,6.0,7000,14.96,0,0.05,1,4,0.02
22,150000,MORTGAGE,6.0,9500,12.87,0,0.06,1,4,0.0296
24,90000,RENT,9.0,15000,14.42,0,0.17,1,3,0.0724
24,150000,MORTGAGE,8.0,15000,13.16,0,0.1,1,3,0.0414
25,79000,RENT,5.0,15000,12.18,1,0.19,0,3,0.106
26,150000,MORTGAGE,10.0,15000,12.21,0,0.1,0,2,0.0379
25,150000,MORTGAGE,6.0,5000,13.16,0,0.03,1,4,0.0156
26,150000,MORTGAGE,0.0,6000,9.63,0,0.04,0,4,inf
25,150000,MORTGAGE,9.0,12500,11.58,0,0.08,0,4,0.0329
24,150000,MORTGAGE,5.0,20000,10.51,0,0.13,0,4,0.0676
24,68000,RENT,5.0,15000,15.58,1,0.19,1,4,0.1231
26,138000,MORTGAGE,4.0,18000,16.4,1,0.13,0,3,0.0737
23,150000,MORTGAGE,8.0,24000,9.76,0,0.16,0,4,0.0662
25,150000,MORTGAGE,9.0,12125,8.7,0,0.08,0,4,0.0319
21,150075,OWN,0.0,25000,7.49,0,0.17,0,2,inf
23,150600,MORTGAGE,3.0,2400,7.49,0,0.02,0,2,0.0105
24,151000,MORTGAGE,8.0,35000,14.27,0,0.23,1,2,0.0959
21,151000,MORTGAGE,5.0,8000,11.12,0,0.05,0,2,0.0269
24,31000,RENT,6.0,15075,15.27,1,0.49,1,2,0.2499
24,82308,RENT,4.0,15125,10.36,0,0.18,0,4,0.1142
26,152000,MORTGAGE,3.0,17500,8.49,0,0.12,0,2,0.0755
26,152004,MORTGAGE,8.0,5800,7.88,0,0.04,0,3,0.0158
26,152229,OWN,3.0,15000,11.36,0,0.1,0,2,0.0592
25,153000,MORTGAGE,9.0,7500,11.71,0,0.05,0,3,0.0194
25,153000,MORTGAGE,9.0,14500,13.85,0,0.09,0,3,0.0374
25,153600,MORTGAGE,1.0,18000,6.99,0,0.12,0,2,0.1537
25,154000,MORTGAGE,4.0,12225,7.49,0,0.08,0,3,0.0448
24,154000,MORTGAGE,8.0,6000,5.79,0,0.04,0,4,0.0161
25,154000,MORTGAGE,1.0,21600,10.37,0,0.14,0,3,0.184
25,154000,MORTGAGE,2.0,9200,12.61,0,0.06,1,4,0.0494
25,154000,MORTGAGE,9.0,12000,10.99,0,0.08,0,3,0.0308
26,154000,MORTGAGE,5.0,12400,11.83,0,0.08,0,4,0.0409
25,154008,MORTGAGE,1.0,9600,10.95,0,0.06,0,4,0.0818
26,155000,MORTGAGE,4.0,18000,6.99,0,0.12,0,4,0.0656
21,18000,OWN,5.0,6500,7.4,1,0.36,0,3,0.1679
24,155000,MORTGAGE,5.0,12000,7.49,0,0.08,0,4,0.0393
25,155000,MORTGAGE,8.0,10000,13.06,0,0.06,1,3,0.0267
25,39000,RENT,9.0,15200,16.0,1,0.39,0,3,0.1693
26,155000,MORTGAGE,10.0,25000,10.75,0,0.16,0,3,0.0611
25,155000,MORTGAGE,9.0,18000,7.51,0,0.12,0,2,0.0458
24,48000,RENT,4.0,15200,11.48,1,0.32,0,3,0.1968
23,143000,MORTGAGE,7.0,24250,14.59,1,0.17,1,2,0.0741
22,28080,RENT,5.0,15250,16.7,1,0.54,0,4,0.3031
22,155000,MORTGAGE,7.0,4000,11.14,0,0.03,0,3,0.0113
25,155000,MORTGAGE,3.0,22000,16.0,0,0.14,1,4,0.0931
25,155004,MORTGAGE,9.0,10500,7.49,0,0.07,0,2,0.0267
23,31200,RENT,0.0,15250,17.93,1,0.49,0,2,inf
26,155142,MORTGAGE,6.0,23000,18.25,0,0.15,0,2,0.0693
25,155796,MORTGAGE,4.0,25000,13.48,0,0.16,0,2,0.0906
21,155800,MORTGAGE,2.0,18000,11.26,0,0.12,0,3,0.0956
26,156000,MORTGAGE,6.0,9600,14.27,0,0.06,1,2,0.0287
26,156000,MORTGAGE,2.0,35000,10.65,0,0.22,0,4,0.1857
24,38272,RENT,1.0,15250,14.17,1,0.4,1,2,0.5749
26,156000,MORTGAGE,5.0,7000,9.91,0,0.04,0,4,0.0228
26,34000,RENT,3.0,15250,13.22,1,0.45,1,2,0.3235
24,36000,RENT,6.0,15250,15.95,1,0.42,1,2,0.2177
24,156000,MORTGAGE,8.0,15000,10.25,0,0.1,0,3,0.0398
26,17500,OWN,10.0,5500,,1,0.31,0,2,0.1092
24,59000,RENT,7.0,15250,14.96,0,0.26,0,4,0.1243
24,156000,MORTGAGE,6.0,15000,13.57,0,0.1,1,4,0.0449
25,156000,MORTGAGE,9.0,10000,13.22,0,0.06,1,2,0.0253
22,54288,RENT,3.0,15350,12.18,0,0.28,0,3,0.204
24,120000,RENT,9.0,15400,14.26,0,0.13,0,2,0.0557
25,144996,MORTGAGE,9.0,17600,14.84,1,0.12,0,3,0.0479
25,157000,MORTGAGE,8.0,28000,7.49,0,0.18,0,4,0.0738
26,145000,MORTGAGE,9.0,20000,10.25,1,0.14,0,2,0.0545
26,157200,MORTGAGE,1.0,20000,12.18,0,0.13,0,3,0.1669
24,36000,RENT,8.0,15450,13.43,1,0.43,0,2,0.1953
26,157500,MORTGAGE,4.0,25000,11.86,0,0.16,0,3,0.0897
25,158000,MORTGAGE,10.0,20000,14.26,0,0.13,1,2,0.048
26,91800,RENT,7.0,15450,10.91,1,0.14,1,3,0.0809
26,159960,MORTGAGE,11.0,18325,7.49,0,0.11,0,3,0.0419
23,159996,MORTGAGE,2.0,12000,5.42,0,0.08,0,4,0.0621
22,71760,RENT,6.0,15500,7.88,0,0.22,0,2,0.111
22,160000,OWN,6.0,7000,8.9,0,0.04,0,3,0.0187
26,125000,RENT,0.0,15500,7.88,0,0.12,0,2,inf
23,54000,RENT,7.0,15550,11.71,0,0.29,0,4,0.1385
24,41000,RENT,4.0,15600,12.87,1,0.38,1,3,0.2364
22,50000,RENT,7.0,15600,12.21,1,0.31,0,4,0.15
26,148000,MORTGAGE,3.0,7500,18.39,1,0.05,1,3,0.0332
24,160000,MORTGAGE,8.0,20000,19.69,0,0.13,1,2,0.0517
23,60000,RENT,0.0,15600,12.69,0,0.26,0,4,inf
23,160000,MORTGAGE,7.0,15000,7.91,0,0.09,0,4,0.041
23,160000,MORTGAGE,1.0,35000,15.23,0,0.22,1,2,0.2869
25,62000,RENT,7.0,15600,7.49,0,0.25,0,4,0.121
24,160000,MORTGAGE,6.0,17000,9.25,0,0.11,0,3,0.0496
25,110000,RENT,5.0,15600,15.33,0,0.14,1,4,0.0792
24,148000,MORTGAGE,8.0,25000,15.31,1,0.17,1,2,0.0699
25,46000,RENT,4.0,15625,9.91,1,0.34,0,4,0.2111
24,44400,RENT,4.0,15650,21.74,1,0.35,0,4,0.219
24,63000,RENT,1.0,15675,6.54,0,0.25,0,2,0.359
21,160000,OTHER,5.0,6000,8.0,0,0.04,0,4,0.0233
23,68000,RENT,3.0,15700,11.49,0,0.23,0,2,0.1665
24,162000,MORTGAGE,8.0,16000,15.96,0,0.1,1,2,0.0409
26,150500,MORTGAGE,10.0,10000,15.99,1,0.07,0,3,0.0252
23,163000,OWN,5.0,10000,11.36,0,0.06,0,2,0.0285
26,151900,MORTGAGE,10.0,20000,11.26,1,0.13,0,3,0.0499
22,36000,RENT,0.0,15850,11.48,1,0.44,0,3,inf
24,50000,RENT,8.0,15850,16.35,1,0.32,1,3,0.1443
23,84000,RENT,3.0,15850,8.49,0,0.19,0,4,0.1361
23,165000,MORTGAGE,3.0,5000,5.42,0,0.03,0,3,0.0199
22,104000,RENT,3.0,15900,13.49,0,0.15,0,2,0.1103
24,76000,RENT,6.0,16000,10.99,0,0.21,0,3,0.1082
26,165000,MORTGAGE,10.0,20000,13.22,0,0.12,1,4,0.046
24,15996,OWN,8.0,4000,8.0,1,0.25,0,2,0.0948
23,77000,RENT,2.0,16000,11.14,0,0.21,0,3,0.1891
22,165500,MORTGAGE,6.0,12000,12.99,0,0.07,1,3,0.0339
24,79500,RENT,8.0,16000,11.14,0,0.2,0,4,0.0916
23,165996,MORTGAGE,8.0,10000,,0,0.06,0,4,0.0249
22,166000,MORTGAGE,1.0,23450,11.36,0,0.14,0,3,0.1853
23,80000,RENT,6.0,16000,,0,0.2,0,2,0.1028
23,167300,MORTGAGE,1.0,20000,12.21,0,0.12,0,2,0.1568
23,168000,MORTGAGE,6.0,15750,10.75,0,0.09,0,2,0.0438
25,80000,RENT,0.0,16000,9.88,0,0.2,0,3,inf
23,80000,RENT,2.0,16000,13.85,0,0.2,0,3,0.182
24,170000,MORTGAGE,8.0,5000,11.71,0,0.03,0,3,0.0122
23,62900,RENT,1.0,16000,16.35,1,0.22,0,4,0.367
25,80500,RENT,3.0,16000,16.45,0,0.2,1,4,0.1434
26,170000,MORTGAGE,0.0,20000,10.37,0,0.12,0,3,inf
25,170000,MORTGAGE,0.0,3850,6.17,0,0.02,0,4,inf
26,81000,RENT,7.0,16000,13.85,0,0.2,1,2,0.095
25,83000,RENT,2.0,16000,10.99,0,0.19,0,2,0.1755
23,85000,RENT,2.0,16000,14.27,0,0.19,0,2,0.1713
25,170000,MORTGAGE,9.0,25000,10.75,0,0.15,0,2,0.0581
23,85000,RENT,4.0,16000,6.03,0,0.19,0,3,0.117
24,85000,RENT,1.0,16000,11.99,0,0.19,0,3,0.2716
24,85000,RENT,0.0,16000,6.91,0,0.19,0,2,inf
24,134300,MORTGAGE,2.0,12000,16.45,1,0.08,0,2,0.0739
21,15300,OWN,5.0,2500,6.03,1,0.16,0,2,0.076
26,172000,MORTGAGE,7.0,12000,,0,0.07,0,2,0.0305
24,172000,MORTGAGE,5.0,15000,10.37,0,0.09,0,4,0.0442
25,172000,MORTGAGE,9.0,12000,11.86,0,0.07,0,4,0.0275
25,86000,RENT,9.0,16000,16.29,0,0.19,1,2,0.0808
26,173000,MORTGAGE,0.0,10000,8.07,0,0.06,0,4,inf
26,175000,MORTGAGE,7.0,30000,,0,0.17,0,2,0.0749
23,89100,RENT,7.0,16000,13.92,0,0.18,1,4,0.0864
25,175000,MORTGAGE,9.0,7550,11.49,0,0.04,0,4,0.017
23,175000,MORTGAGE,5.0,35000,,0,0.2,0,3,0.1015
24,175000,MORTGAGE,9.0,10000,5.42,0,0.06,0,3,0.0226
26,175000,MORTGAGE,0.0,7500,15.21,0,0.04,0,3,inf
26,175000,MORTGAGE,0.0,15000,,0,0.09,0,3,inf
25,15000,OWN,9.0,2000,6.91,0,0.13,0,3,0.0483
24,90000,RENT,7.0,16000,12.18,0,0.18,0,2,0.0855
26,175000,MORTGAGE,2.0,3000,8.94,0,0.02,0,3,0.0142
24,175000,OWN,3.0,8000,11.14,0,0.05,0,4,0.0275
23,91000,RENT,2.0,16000,14.22,0,0.18,1,3,0.16
24,79200,RENT,3.0,16000,12.67,1,0.2,1,2,0.1457
26,93000,RENT,10.0,16000,11.11,0,0.17,0,4,0.0717
24,94000,RENT,8.0,16000,11.89,0,0.17,0,3,0.0775
24,175500,MORTGAGE,4.0,15000,12.18,0,0.09,0,3,0.0483
24,176004,MORTGAGE,2.0,3200,10.0,0,0.02,0,4,0.015
25,177160,MORTGAGE,2.0,24000,11.11,0,0.14,0,4,0.1121
25,178364,MORTGAGE,9.0,8000,15.68,0,0.04,1,2,0.0177
22,179000,MORTGAGE,2.0,25000,10.99,0,0.14,0,4,0.1156
22,83000,RENT,2.0,16000,,1,0.19,0,3,0.1755
25,180000,MORTGAGE,9.0,6000,12.42,0,0.03,0,4,0.0132
26,71400,RENT,10.0,16000,,1,0.19,1,4,0.0935
24,96000,RENT,2.0,16000,11.99,0,0.17,0,3,0.1517
25,180000,MORTGAGE,9.0,14400,,0,0.08,0,2,0.0316
26,97188,RENT,7.0,16000,12.8,0,0.16,0,3,0.0792
24,142800,MORTGAGE,8.0,25000,14.84,1,0.15,1,2,0.0724
26,88000,RENT,0.0,16000,17.88,1,0.18,1,4,inf
24,168000,MORTGAGE,0.0,25000,16.45,1,0.15,0,3,inf
26,180000,MORTGAGE,9.0,9700,13.85,0,0.05,0,4,0.0213
21,180000,MORTGAGE,0.0,5000,8.07,0,0.03,0,3,inf
23,180000,MORTGAGE,2.0,5000,9.33,0,0.03,0,4,0.023
25,180488,MORTGAGE,9.0,24000,12.87,0,0.13,0,2,0.0525
23,168952,MORTGAGE,5.0,12500,8.94,1,0.07,0,2,0.0375
25,181408,MORTGAGE,2.0,14500,8.88,0,0.08,0,2,0.0661
26,182000,MORTGAGE,10.0,24000,,0,0.13,0,4,0.05
24,100000,RENT,5.0,16000,11.12,0,0.16,0,3,0.0893
24,185000,MORTGAGE,8.0,10000,6.92,0,0.05,0,3,0.0224
25,185000,MORTGAGE,3.0,12000,5.79,0,0.06,0,3,0.0425
26,185000,MORTGAGE,10.0,6000,11.12,0,0.03,0,4,0.0123
24,185000,MORTGAGE,6.0,3000,7.88,0,0.02,0,2,0.0076
20,188004,MORTGAGE,4.0,2000,8.59,0,0.01,0,4,0.006
24,189000,MORTGAGE,4.0,5000,9.32,0,0.03,0,2,0.0149
25,190000,MORTGAGE,6.0,24000,7.49,0,0.13,0,3,0.059
24,190000,OWN,4.0,24000,15.62,0,0.13,1,3,0.0654
24,190000,MORTGAGE,6.0,5000,5.42,0,0.03,0,2,0.0123
26,190000,OWN,10.0,25000,9.25,0,0.13,0,2,0.0457
24,193000,MORTGAGE,8.0,10000,13.06,0,0.05,1,4,0.0214
24,195000,MORTGAGE,4.0,5000,8.9,0,0.03,0,3,0.0145
23,195000,MORTGAGE,0.0,20000,9.63,0,0.1,0,3,inf
25,195054,MORTGAGE,9.0,10000,10.59,0,0.05,0,2,0.0202
24,98004,RENT,0.0,16000,16.32,1,0.16,0,2,inf
26,198000,MORTGAGE,8.0,12000,5.99,0,0.06,0,4,0.0251
22,198000,MORTGAGE,6.0,24250,14.22,0,0.12,0,3,0.0572
23,14400,OWN,7.0,3000,14.72,1,0.21,1,2,0.0835
25,199000,MORTGAGE,4.0,15000,9.99,0,0.08,0,2,0.0426
26,200000,MORTGAGE,10.0,12000,11.71,0,0.06,0,2,0.0227
23,200000,MORTGAGE,7.0,21000,12.69,0,0.1,0,2,0.0459
26,159800,MORTGAGE,6.0,30000,17.58,1,0.16,1,3,0.0877
24,112500,RENT,1.0,16000,12.29,0,0.14,0,3,0.2052
24,113000,RENT,3.0,16000,11.99,0,0.14,0,2,0.1021
21,159800,MORTGAGE,5.0,30000,15.62,1,0.16,0,2,0.0953
24,200000,MORTGAGE,0.0,18000,9.99,0,0.09,0,3,inf
25,200000,MORTGAGE,3.0,35000,17.14,0,0.17,1,3,0.1148
25,119000,RENT,4.0,16000,,0,0.13,0,2,0.0835
24,200000,MORTGAGE,0.0,3025,6.17,0,0.02,0,3,inf
25,200000,OWN,0.0,24000,14.96,0,0.12,1,3,inf
25,200000,OWN,0.0,24000,12.18,0,0.12,0,4,inf
25,188000,MORTGAGE,9.0,25000,13.24,1,0.13,1,4,0.0525
24,120000,RENT,8.0,16000,12.18,0,0.13,0,4,0.0607
22,125000,RENT,3.0,16000,7.9,0,0.13,0,2,0.0923
23,200000,MORTGAGE,0.0,5000,7.43,0,0.03,0,4,inf
24,135000,RENT,3.0,16000,16.69,0,0.12,0,2,0.0855
26,200100,MORTGAGE,10.0,30000,11.71,0,0.15,0,4,0.0568
24,135000,RENT,8.0,16000,10.62,0,0.12,0,2,0.0539
25,201000,MORTGAGE,9.0,14000,7.66,0,0.07,0,4,0.0275
26,204000,MORTGAGE,10.0,15250,14.35,0,0.07,0,3,0.0283
24,205000,MORTGAGE,8.0,35000,13.99,0,0.17,0,2,0.0706
24,205000,MORTGAGE,2.0,11000,10.99,0,0.05,0,4,0.0444
24,205000,MORTGAGE,5.0,10000,9.63,0,0.05,0,4,0.0247
23,139992,RENT,3.0,16000,14.18,0,0.11,1,3,0.0824
23,143000,RENT,2.0,16000,6.03,0,0.11,0,2,0.1018
25,210000,MORTGAGE,9.0,8000,9.91,0,0.04,0,4,0.015
25,170850,MORTGAGE,9.0,6500,15.01,1,0.03,0,2,0.015
25,220000,MORTGAGE,5.0,25000,10.75,0,0.11,0,2,0.0577
26,220836,MORTGAGE,10.0,9000,11.26,0,0.04,0,3,0.0155
24,35000,RENT,8.0,19000,11.36,1,0.54,0,2,0.2471
25,225000,MORTGAGE,9.0,21000,11.11,0,0.09,0,3,0.0368
26,30000,RENT,5.0,19075,7.49,1,0.64,0,3,0.3549
